gene_id,cluster_id,cluster_label
ENSG00000100055.20,4,Delayed Proliferative
ENSG00000158769.17,4,Delayed Proliferative
ENSG00000165475.14,4,Delayed Proliferative
ENSG00000113328.18,4,Delayed Proliferative
ENSG00000196187.11,4,Delayed Proliferative
ENSG00000150967.17,4,Delayed Proliferative
ENSG00000058668.14,4,Delayed Proliferative
ENSG00000132749.10,4,Delayed Proliferative
ENSG00000145287.10,4,Delayed Proliferative
ENSG00000198400.11,4,Delayed Proliferative
ENSG00000161638.10,4,Delayed Proliferative
ENSG00000179361.17,4,Delayed Proliferative
ENSG00000006327.13,4,Delayed Proliferative
ENSG00000230587.1,4,Delayed Proliferative
ENSG00000270882.2,4,Delayed Proliferative
ENSG00000151651.15,4,Delayed Proliferative
ENSG00000108175.16,4,Delayed Proliferative
ENSG00000180815.14,4,Delayed Proliferative
ENSG00000100311.16,4,Delayed Proliferative
ENSG00000235304.1,4,Delayed Proliferative
ENSG00000135365.15,4,Delayed Proliferative
ENSG00000258512.1,4,Delayed Proliferative
ENSG00000171703.16,4,Delayed Proliferative
ENSG00000228451.4,4,Delayed Proliferative
ENSG00000101493.10,4,Delayed Proliferative
ENSG00000183963.18,4,Delayed Proliferative
ENSG00000130363.11,4,Delayed Proliferative
ENSG00000149177.12,4,Delayed Proliferative
ENSG00000183691.4,4,Delayed Proliferative
ENSG00000160179.18,4,Delayed Proliferative
ENSG00000231672.6,4,Delayed Proliferative
ENSG00000215483.10,4,Delayed Proliferative
ENSG00000187045.18,4,Delayed Proliferative
ENSG00000170949.17,4,Delayed Proliferative
ENSG00000143850.14,4,Delayed Proliferative
ENSG00000136286.15,4,Delayed Proliferative
ENSG00000140678.16,4,Delayed Proliferative
ENSG00000066923.17,4,Delayed Proliferative
ENSG00000196405.12,4,Delayed Proliferative
ENSG00000082014.16,4,Delayed Proliferative
ENSG00000069399.14,4,Delayed Proliferative
ENSG00000075826.16,4,Delayed Proliferative
ENSG00000105369.9,4,Delayed Proliferative
ENSG00000135605.12,4,Delayed Proliferative
ENSG00000133243.8,4,Delayed Proliferative
ENSG00000151136.14,4,Delayed Proliferative
ENSG00000188994.12,4,Delayed Proliferative
ENSG00000155893.12,4,Delayed Proliferative
ENSG00000152078.9,4,Delayed Proliferative
ENSG00000124772.11,4,Delayed Proliferative
ENSG00000198938.2,4,Delayed Proliferative
ENSG00000034510.5,4,Delayed Proliferative
ENSG00000256742.1,4,Delayed Proliferative
ENSG00000185905.3,4,Delayed Proliferative
ENSG00000224383.7,4,Delayed Proliferative
ENSG00000185418.15,4,Delayed Proliferative
ENSG00000102144.14,4,Delayed Proliferative
ENSG00000145014.17,4,Delayed Proliferative
ENSG00000135631.16,4,Delayed Proliferative
ENSG00000167780.11,4,Delayed Proliferative
ENSG00000167733.13,4,Delayed Proliferative
ENSG00000177879.15,4,Delayed Proliferative
ENSG00000139832.4,4,Delayed Proliferative
ENSG00000075618.17,4,Delayed Proliferative
ENSG00000189423.12,4,Delayed Proliferative
ENSG00000262001.1,4,Delayed Proliferative
ENSG00000079432.7,4,Delayed Proliferative
ENSG00000163960.11,4,Delayed Proliferative
ENSG00000182489.8,4,Delayed Proliferative
ENSG00000095951.16,4,Delayed Proliferative
ENSG00000138640.14,4,Delayed Proliferative
ENSG00000166839.16,4,Delayed Proliferative
ENSG00000259030.7,4,Delayed Proliferative
ENSG00000175984.14,4,Delayed Proliferative
ENSG00000250151.9,4,Delayed Proliferative
ENSG00000134668.12,4,Delayed Proliferative
ENSG00000101210.11,4,Delayed Proliferative
ENSG00000104881.15,4,Delayed Proliferative
ENSG00000186814.13,4,Delayed Proliferative
ENSG00000186648.14,4,Delayed Proliferative
ENSG00000196154.11,4,Delayed Proliferative
ENSG00000276231.4,4,Delayed Proliferative
ENSG00000014914.20,4,Delayed Proliferative
ENSG00000187653.11,4,Delayed Proliferative
ENSG00000105088.8,4,Delayed Proliferative
ENSG00000118308.15,4,Delayed Proliferative
ENSG00000161940.10,4,Delayed Proliferative
ENSG00000153363.12,4,Delayed Proliferative
ENSG00000179820.15,4,Delayed Proliferative
ENSG00000100003.17,4,Delayed Proliferative
ENSG00000104738.17,5,Delayed Proliferative
ENSG00000198554.11,5,Delayed Proliferative
ENSG00000012048.21,5,Delayed Proliferative
ENSG00000092853.13,5,Delayed Proliferative
ENSG00000114346.13,5,Delayed Proliferative
ENSG00000142731.10,5,Delayed Proliferative
ENSG00000156802.12,5,Delayed Proliferative
ENSG00000140525.17,5,Delayed Proliferative
ENSG00000136492.8,5,Delayed Proliferative
ENSG00000092470.11,5,Delayed Proliferative
ENSG00000122952.16,5,Delayed Proliferative
ENSG00000123374.10,5,Delayed Proliferative
ENSG00000085840.12,5,Delayed Proliferative
ENSG00000010610.9,5,Delayed Proliferative
ENSG00000102384.13,5,Delayed Proliferative
ENSG00000176208.8,5,Delayed Proliferative
ENSG00000184640.17,5,Delayed Proliferative
ENSG00000123338.12,5,Delayed Proliferative
ENSG00000167325.14,5,Delayed Proliferative
ENSG00000051341.13,5,Delayed Proliferative
ENSG00000119969.14,5,Delayed Proliferative
ENSG00000138346.14,5,Delayed Proliferative
ENSG00000184445.11,5,Delayed Proliferative
ENSG00000153044.9,5,Delayed Proliferative
ENSG00000123473.15,5,Delayed Proliferative
ENSG00000075702.17,5,Delayed Proliferative
ENSG00000185480.11,5,Delayed Proliferative
ENSG00000125319.14,5,Delayed Proliferative
ENSG00000151725.11,5,Delayed Proliferative
ENSG00000092036.18,5,Delayed Proliferative
ENSG00000104814.12,5,Delayed Proliferative
ENSG00000276043.4,5,Delayed Proliferative
ENSG00000121621.6,5,Delayed Proliferative
ENSG00000146143.17,5,Delayed Proliferative
ENSG00000143476.17,5,Delayed Proliferative
ENSG00000023892.10,5,Delayed Proliferative
ENSG00000112742.9,5,Delayed Proliferative
ENSG00000164109.13,5,Delayed Proliferative
ENSG00000129810.14,5,Delayed Proliferative
ENSG00000101079.20,5,Delayed Proliferative
ENSG00000159259.7,5,Delayed Proliferative
ENSG00000134291.11,5,Delayed Proliferative
ENSG00000184635.15,5,Delayed Proliferative
ENSG00000125885.13,5,Delayed Proliferative
ENSG00000167513.8,5,Delayed Proliferative
ENSG00000146263.11,5,Delayed Proliferative
ENSG00000074054.18,5,Delayed Proliferative
ENSG00000172725.13,5,Delayed Proliferative
ENSG00000196465.10,5,Delayed Proliferative
ENSG00000146670.9,5,Delayed Proliferative
ENSG00000166508.17,5,Delayed Proliferative
ENSG00000172053.17,5,Delayed Proliferative
ENSG00000221829.9,5,Delayed Proliferative
ENSG00000128829.11,5,Delayed Proliferative
ENSG00000111445.13,5,Delayed Proliferative
ENSG00000178202.12,5,Delayed Proliferative
ENSG00000125354.22,5,Delayed Proliferative
ENSG00000094804.10,5,Delayed Proliferative
ENSG00000168067.11,5,Delayed Proliferative
ENSG00000125637.15,5,Delayed Proliferative
ENSG00000105173.13,5,Delayed Proliferative
ENSG00000130517.13,5,Delayed Proliferative
ENSG00000174371.16,5,Delayed Proliferative
ENSG00000110448.10,5,Delayed Proliferative
ENSG00000149636.15,5,Delayed Proliferative
ENSG00000176974.19,5,Delayed Proliferative
ENSG00000099797.14,5,Delayed Proliferative
ENSG00000147536.11,5,Delayed Proliferative
ENSG00000139618.14,5,Delayed Proliferative
ENSG00000196584.2,5,Delayed Proliferative
ENSG00000138658.15,5,Delayed Proliferative
ENSG00000182628.12,5,Delayed Proliferative
ENSG00000198056.13,5,Delayed Proliferative
ENSG00000106367.14,5,Delayed Proliferative
ENSG00000163507.13,5,Delayed Proliferative
ENSG00000112312.9,5,Delayed Proliferative
ENSG00000135119.14,5,Delayed Proliferative
ENSG00000131374.14,5,Delayed Proliferative
ENSG00000101003.9,5,Delayed Proliferative
ENSG00000171241.8,5,Delayed Proliferative
ENSG00000100092.22,5,Delayed Proliferative
ENSG00000149554.12,5,Delayed Proliferative
ENSG00000137078.8,5,Delayed Proliferative
ENSG00000159164.9,5,Delayed Proliferative
ENSG00000151503.12,5,Delayed Proliferative
ENSG00000172731.13,5,Delayed Proliferative
ENSG00000197275.13,5,Delayed Proliferative
ENSG00000112640.14,5,Delayed Proliferative
ENSG00000146410.11,5,Delayed Proliferative
ENSG00000167984.17,5,Delayed Proliferative
ENSG00000002834.17,5,Delayed Proliferative
ENSG00000167670.15,5,Delayed Proliferative
ENSG00000111843.13,5,Delayed Proliferative
ENSG00000197299.11,5,Delayed Proliferative
ENSG00000165304.7,5,Delayed Proliferative
ENSG00000176393.10,5,Delayed Proliferative
ENSG00000197043.13,5,Delayed Proliferative
ENSG00000105755.7,5,Delayed Proliferative
ENSG00000168904.14,5,Delayed Proliferative
ENSG00000196743.8,5,Delayed Proliferative
ENSG00000105011.8,5,Delayed Proliferative
ENSG00000105486.13,5,Delayed Proliferative
ENSG00000101412.12,5,Delayed Proliferative
ENSG00000104812.14,5,Delayed Proliferative
ENSG00000166483.10,5,Delayed Proliferative
ENSG00000139641.12,5,Delayed Proliferative
ENSG00000076003.4,5,Delayed Proliferative
ENSG00000162073.13,5,Delayed Proliferative
ENSG00000247240.7,5,Delayed Proliferative
ENSG00000144199.11,5,Delayed Proliferative
ENSG00000127946.16,5,Delayed Proliferative
ENSG00000167460.15,5,Delayed Proliferative
ENSG00000124067.16,5,Delayed Proliferative
ENSG00000014216.15,5,Delayed Proliferative
ENSG00000100479.12,5,Delayed Proliferative
ENSG00000160051.11,5,Delayed Proliferative
ENSG00000111640.14,5,Delayed Proliferative
ENSG00000144354.13,5,Delayed Proliferative
ENSG00000183763.8,5,Delayed Proliferative
ENSG00000151849.14,5,Delayed Proliferative
ENSG00000139625.12,5,Delayed Proliferative
ENSG00000111247.14,5,Delayed Proliferative
ENSG00000166451.13,5,Delayed Proliferative
ENSG00000128951.13,5,Delayed Proliferative
ENSG00000065328.16,5,Delayed Proliferative
ENSG00000186517.13,5,Delayed Proliferative
ENSG00000186638.16,5,Delayed Proliferative
ENSG00000134996.11,5,Delayed Proliferative
ENSG00000175463.11,5,Delayed Proliferative
ENSG00000100714.15,5,Delayed Proliferative
ENSG00000051180.16,5,Delayed Proliferative
ENSG00000144554.10,5,Delayed Proliferative
ENSG00000085999.11,5,Delayed Proliferative
ENSG00000074370.17,5,Delayed Proliferative
ENSG00000198951.11,5,Delayed Proliferative
ENSG00000140368.12,5,Delayed Proliferative
ENSG00000120899.17,5,Delayed Proliferative
ENSG00000120334.15,5,Delayed Proliferative
ENSG00000103876.12,5,Delayed Proliferative
ENSG00000093009.9,5,Delayed Proliferative
ENSG00000184584.12,5,Delayed Proliferative
ENSG00000164087.7,5,Delayed Proliferative
ENSG00000131470.14,5,Delayed Proliferative
ENSG00000137700.18,5,Delayed Proliferative
ENSG00000175643.9,5,Delayed Proliferative
ENSG00000181544.14,5,Delayed Proliferative
ENSG00000105514.7,5,Delayed Proliferative
ENSG00000159147.17,5,Delayed Proliferative
ENSG00000141401.11,5,Delayed Proliferative
ENSG00000160014.16,5,Delayed Proliferative
ENSG00000144395.17,5,Delayed Proliferative
ENSG00000047230.14,5,Delayed Proliferative
ENSG00000055163.19,5,Delayed Proliferative
ENSG00000147130.14,5,Delayed Proliferative
ENSG00000151882.11,5,Delayed Proliferative
ENSG00000121064.12,5,Delayed Proliferative
ENSG00000136982.5,5,Delayed Proliferative
ENSG00000228716.6,5,Delayed Proliferative
ENSG00000140025.15,5,Delayed Proliferative
ENSG00000135723.13,5,Delayed Proliferative
ENSG00000136824.18,5,Delayed Proliferative
ENSG00000137563.11,5,Delayed Proliferative
ENSG00000108479.11,5,Delayed Proliferative
ENSG00000050405.13,5,Delayed Proliferative
ENSG00000138175.8,5,Delayed Proliferative
ENSG00000089597.17,5,Delayed Proliferative
ENSG00000131944.9,5,Delayed Proliferative
ENSG00000177602.5,5,Delayed Proliferative
ENSG00000126001.15,5,Delayed Proliferative
ENSG00000170264.12,5,Delayed Proliferative
ENSG00000169220.17,5,Delayed Proliferative
ENSG00000009790.14,5,Delayed Proliferative
ENSG00000173020.10,5,Delayed Proliferative
ENSG00000160957.12,5,Delayed Proliferative
ENSG00000196961.12,5,Delayed Proliferative
ENSG00000062822.13,5,Delayed Proliferative
ENSG00000101082.13,5,Delayed Proliferative
ENSG00000154920.14,5,Delayed Proliferative
ENSG00000082458.11,5,Delayed Proliferative
ENSG00000127423.10,5,Delayed Proliferative
ENSG00000130770.17,5,Delayed Proliferative
ENSG00000140365.15,5,Delayed Proliferative
ENSG00000173207.12,5,Delayed Proliferative
ENSG00000101945.16,5,Delayed Proliferative
ENSG00000108306.12,5,Delayed Proliferative
ENSG00000091651.8,5,Delayed Proliferative
ENSG00000138092.10,5,Delayed Proliferative
ENSG00000165804.15,5,Delayed Proliferative
ENSG00000198715.12,5,Delayed Proliferative
ENSG00000127824.13,5,Delayed Proliferative
ENSG00000196081.9,5,Delayed Proliferative
ENSG00000111602.11,5,Delayed Proliferative
ENSG00000127564.16,5,Delayed Proliferative
ENSG00000096092.5,5,Delayed Proliferative
ENSG00000180182.10,5,Delayed Proliferative
ENSG00000109881.16,5,Delayed Proliferative
ENSG00000165480.15,5,Delayed Proliferative
ENSG00000185386.14,5,Delayed Proliferative
ENSG00000125871.13,5,Delayed Proliferative
ENSG00000125967.16,5,Delayed Proliferative
ENSG00000203760.8,5,Delayed Proliferative
ENSG00000173442.12,5,Delayed Proliferative
ENSG00000123352.17,5,Delayed Proliferative
ENSG00000160949.16,5,Delayed Proliferative
ENSG00000213967.10,5,Delayed Proliferative
ENSG00000106397.11,5,Delayed Proliferative
ENSG00000183011.13,5,Delayed Proliferative
ENSG00000166004.14,5,Delayed Proliferative
ENSG00000132383.11,5,Delayed Proliferative
ENSG00000152240.12,5,Delayed Proliferative
ENSG00000126522.16,5,Delayed Proliferative
ENSG00000156515.23,5,Delayed Proliferative
ENSG00000077152.10,5,Delayed Proliferative
ENSG00000101057.15,5,Delayed Proliferative
ENSG00000169692.12,5,Delayed Proliferative
ENSG00000097046.12,5,Delayed Proliferative
ENSG00000015285.10,5,Delayed Proliferative
ENSG00000213445.9,5,Delayed Proliferative
ENSG00000079739.16,5,Delayed Proliferative
ENSG00000143195.12,5,Delayed Proliferative
ENSG00000181773.6,5,Delayed Proliferative
ENSG00000213988.10,5,Delayed Proliferative
ENSG00000139193.3,5,Delayed Proliferative
ENSG00000139626.15,5,Delayed Proliferative
ENSG00000113368.11,5,Delayed Proliferative
ENSG00000139178.10,5,Delayed Proliferative
ENSG00000177084.16,5,Delayed Proliferative
ENSG00000110880.10,5,Delayed Proliferative
ENSG00000166803.12,5,Delayed Proliferative
ENSG00000164111.14,5,Delayed Proliferative
ENSG00000189057.10,5,Delayed Proliferative
ENSG00000139266.5,5,Delayed Proliferative
ENSG00000007312.12,5,Delayed Proliferative
ENSG00000099194.5,5,Delayed Proliferative
ENSG00000213468.6,5,Delayed Proliferative
ENSG00000128596.16,5,Delayed Proliferative
ENSG00000105255.10,5,Delayed Proliferative
ENSG00000164045.11,5,Delayed Proliferative
ENSG00000186871.6,5,Delayed Proliferative
ENSG00000077514.8,5,Delayed Proliferative
ENSG00000125089.16,5,Delayed Proliferative
ENSG00000121211.7,5,Delayed Proliferative
ENSG00000183688.4,5,Delayed Proliferative
ENSG00000176834.13,5,Delayed Proliferative
ENSG00000066697.14,5,Delayed Proliferative
ENSG00000119640.8,5,Delayed Proliferative
ENSG00000163923.9,5,Delayed Proliferative
ENSG00000131153.8,5,Delayed Proliferative
ENSG00000155099.7,5,Delayed Proliferative
ENSG00000134779.14,5,Delayed Proliferative
ENSG00000185201.16,5,Delayed Proliferative
ENSG00000126453.9,5,Delayed Proliferative
ENSG00000108828.15,5,Delayed Proliferative
ENSG00000175322.11,5,Delayed Proliferative
ENSG00000167083.6,5,Delayed Proliferative
ENSG00000145088.8,5,Delayed Proliferative
ENSG00000267383.6,5,Delayed Proliferative
ENSG00000196678.13,5,Delayed Proliferative
ENSG00000213190.3,5,Delayed Proliferative
ENSG00000180914.10,5,Delayed Proliferative
ENSG00000196951.10,5,Delayed Proliferative
ENSG00000136715.18,5,Delayed Proliferative
ENSG00000281344.1,5,Delayed Proliferative
ENSG00000149782.11,5,Delayed Proliferative
ENSG00000160191.17,5,Delayed Proliferative
ENSG00000114353.16,5,Delayed Proliferative
ENSG00000119333.11,5,Delayed Proliferative
ENSG00000128408.8,5,Delayed Proliferative
ENSG00000170464.9,5,Delayed Proliferative
ENSG00000133739.15,5,Delayed Proliferative
ENSG00000196535.16,5,Delayed Proliferative
ENSG00000167815.11,5,Delayed Proliferative
ENSG00000090097.21,5,Delayed Proliferative
ENSG00000185222.9,5,Delayed Proliferative
ENSG00000109103.11,5,Delayed Proliferative
ENSG00000197183.14,5,Delayed Proliferative
ENSG00000071246.10,5,Delayed Proliferative
ENSG00000213977.7,5,Delayed Proliferative
ENSG00000198830.10,5,Delayed Proliferative
ENSG00000177383.4,5,Delayed Proliferative
ENSG00000187630.16,5,Delayed Proliferative
ENSG00000280123.1,5,Delayed Proliferative
ENSG00000107874.10,5,Delayed Proliferative
ENSG00000166501.13,5,Delayed Proliferative
ENSG00000160685.13,5,Delayed Proliferative
ENSG00000138030.12,5,Delayed Proliferative
ENSG00000240344.8,5,Delayed Proliferative
ENSG00000182185.18,5,Delayed Proliferative
ENSG00000186063.12,5,Delayed Proliferative
ENSG00000110080.18,5,Delayed Proliferative
ENSG00000130175.9,5,Delayed Proliferative
ENSG00000111669.14,5,Delayed Proliferative
ENSG00000147155.10,5,Delayed Proliferative
ENSG00000175305.17,5,Delayed Proliferative
ENSG00000158623.14,5,Delayed Proliferative
ENSG00000170899.10,5,Delayed Proliferative
ENSG00000160446.18,5,Delayed Proliferative
ENSG00000075188.8,5,Delayed Proliferative
ENSG00000160255.17,5,Delayed Proliferative
ENSG00000164985.14,5,Delayed Proliferative
ENSG00000159618.15,5,Delayed Proliferative
ENSG00000143158.10,5,Delayed Proliferative
ENSG00000171320.14,5,Delayed Proliferative
ENSG00000160447.6,5,Delayed Proliferative
ENSG00000103202.12,5,Delayed Proliferative
ENSG00000169750.8,5,Delayed Proliferative
ENSG00000151929.9,5,Delayed Proliferative
ENSG00000256663.1,5,Delayed Proliferative
ENSG00000164978.17,5,Delayed Proliferative
ENSG00000198925.11,5,Delayed Proliferative
ENSG00000087299.11,5,Delayed Proliferative
ENSG00000166452.11,5,Delayed Proliferative
ENSG00000213123.10,5,Delayed Proliferative
ENSG00000116273.5,5,Delayed Proliferative
ENSG00000187741.14,5,Delayed Proliferative
ENSG00000128309.16,5,Delayed Proliferative
ENSG00000126970.15,5,Delayed Proliferative
ENSG00000233621.1,5,Delayed Proliferative
ENSG00000115355.16,5,Delayed Proliferative
ENSG00000106399.11,5,Delayed Proliferative
ENSG00000143797.11,5,Delayed Proliferative
ENSG00000072062.13,5,Delayed Proliferative
ENSG00000104147.8,5,Delayed Proliferative
ENSG00000142856.16,5,Delayed Proliferative
ENSG00000188130.13,5,Delayed Proliferative
ENSG00000007968.6,5,Delayed Proliferative
ENSG00000081870.11,5,Delayed Proliferative
ENSG00000170043.11,5,Delayed Proliferative
ENSG00000134594.4,5,Delayed Proliferative
ENSG00000177728.16,5,Delayed Proliferative
ENSG00000197077.13,5,Delayed Proliferative
ENSG00000011478.11,5,Delayed Proliferative
ENSG00000116793.15,5,Delayed Proliferative
ENSG00000174684.6,5,Delayed Proliferative
ENSG00000106991.13,5,Delayed Proliferative
ENSG00000181035.13,5,Delayed Proliferative
ENSG00000108798.8,5,Delayed Proliferative
ENSG00000183077.15,5,Delayed Proliferative
ENSG00000132016.11,5,Delayed Proliferative
ENSG00000180964.16,5,Delayed Proliferative
ENSG00000144677.14,5,Delayed Proliferative
ENSG00000032444.16,5,Delayed Proliferative
ENSG00000176871.8,5,Delayed Proliferative
ENSG00000172687.13,5,Delayed Proliferative
ENSG00000182093.15,5,Delayed Proliferative
ENSG00000124767.6,5,Delayed Proliferative
ENSG00000064102.14,5,Delayed Proliferative
ENSG00000100162.14,5,Delayed Proliferative
ENSG00000152782.16,5,Delayed Proliferative
ENSG00000205544.3,5,Delayed Proliferative
ENSG00000166925.8,5,Delayed Proliferative
ENSG00000240024.5,5,Delayed Proliferative
ENSG00000138801.8,5,Delayed Proliferative
ENSG00000136854.20,5,Delayed Proliferative
ENSG00000166311.9,5,Delayed Proliferative
ENSG00000181019.12,5,Delayed Proliferative
ENSG00000198934.4,5,Delayed Proliferative
ENSG00000101224.17,5,Delayed Proliferative
ENSG00000198853.11,5,Delayed Proliferative
ENSG00000075340.22,5,Delayed Proliferative
ENSG00000233924.1,5,Delayed Proliferative
ENSG00000142669.14,5,Delayed Proliferative
ENSG00000164649.19,5,Delayed Proliferative
ENSG00000173221.13,5,Delayed Proliferative
ENSG00000094916.15,5,Delayed Proliferative
ENSG00000172244.8,5,Delayed Proliferative
ENSG00000140848.16,5,Delayed Proliferative
ENSG00000106144.19,5,Delayed Proliferative
ENSG00000167508.11,5,Delayed Proliferative
ENSG00000160293.16,5,Delayed Proliferative
ENSG00000111328.6,5,Delayed Proliferative
