ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,cluster,database,category,subcategory
GO:0000470,maturation of LSU-rRNA,16/730,16/1745,1,2.3904109589041096,4.737042989596616,7.98898537927988e-7,4.78060885096108e-5,4.7806088509610796e-5,BOP1/FTSJ3/PES1/DDX55/RPF2/LAS1L/NOL9/RRP15/NOP2/ZNHIT6/PAK1IP1/SENP3/MDN1/WDR12/DDX18/MAK16,16,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006403,RNA localization,25/730,29/1745,0.8620689655172413,2.0606991025035426,4.883533911261646,8.683312914482793e-7,4.996244661563946e-5,4.996244661563945e-5,DKC1/NUP93/BICD2/TCP1/NOP58/FYTTD1/DDX19A/ZNHIT6/AGFG1/SHQ1/HNRNPAB/SRSF7/DDX39A/PNPT1/CCT3/NUP35/EIF4E/ARC/IWS1/SEH1L/DHX9/RBM8A/CCT5/NOL6/NSUN2,25,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0015931,nucleobase-containing compound transport,28/730,34/1745,0.8235294117647058,1.968573730862208,4.835582410414006,1.2331760179395455e-6,6.832708603102074e-5,6.832708603102074e-5,LRRC8C/CD47/SLC35B1/SLC25A51/NUP93/BICD2/FYTTD1/DDX19A/AGFG1/SLC25A33/LRRC8B/SRSF7/CR1/DDX39A/PNPT1/SLC25A32/SLC25A16/NUP35/EIF4E/ARC/IWS1/ABCC4/SEH1L/SLC35B2/DHX9/RBM8A/NOL6/NSUN2,28,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",15/730,15/1745,1,2.3904109589041096,4.585296347287268,1.932999259601985e-6,9.97160997367093e-5,9.97160997367093e-5,RPP40/BMS1/RCL1/UTP6/TBL3/TSR1/NOL10/WDR43/UTP3/UTP20/DCAF13/NOP9/HEATR1/RRP36/RRS1,15,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0042255,ribosome assembly,15/730,15/1745,1,2.3904109589041096,4.585296347287268,1.932999259601985e-6,9.97160997367093e-5,9.97160997367093e-5,MRTO4/BOP1/DDX28/EIF1AX/RPF2/NOP2/NIP7/FASTKD2/NGRN/DHX30/MPV17L2/DHX29/MDN1/RRP7A/RRS1,15,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0019538,protein metabolic process,218/730,425/1745,0.5129411764705882,1.2261402095084608,4.544508696555574,3.92048343958958e-6,1.9550144085420042e-4,1.955014408542004e-4,UBE3C/RIOX2/TM2D3/DYRK2/RIPK2/OTUD6B/TARS1/PEX12/GMFB/SARS1/FICD/MRPS10/PUM3/PSMA7/HSP90B1/JAK2/EIF2S1/NFE2L2/EIF1AX/UFM1/NHLRC1/FEM1A/MARS1/B3GALT6/HHAT/DNPEP/MRPL32/NAA50/CDC37L1/RNF130/B4GALT5/AUP1/CRY1/TULP4/ZNF268/SEC11C/MRPL50/DNAJC3/TSFM/CEBPA/IFRD2/MRPS17/ADAMTS17/SELENOS/TRUB2/PUS7/B3GALT2/UBE2G2/RXYLT1/ALG5/SERBP1/VPS36/NBN/ALG11/DNAJC10/PEX10/RNF25/GFM1/ACBD6/B4GALT7/GARS1/MBTPS1/SETD6/KLHL20/FXN/RNF220/TRIM13/MEST/RNF145/SMYD5/TCP1/RIOX1/HDAC2/MGAT5/PLAU/BZW2/EIF3B/XBP1/OMA1/ZZZ3/PRMT1/PIGT/RMND5B/BRMS1/TMEM208/TIMM50/ELAC1/GTPBP4/PRMT6/TLR3/DNAJB11/FASTKD2/NGRN/PHF20L1/DPH6/SUMF1/TRIM35/UBE2D4/ALG1/CHMP6/CCNT2/PMM2/JMJD4/GMPPB/MOCS3/DESI1/QRSL1/RNF152/ZNG1B/HSPBP1/PINX1/ATG16L1/EIF3J/DNLZ/PSME3/CTU2/DTX4/DCAF17/HS6ST1/NOLC1/GRPEL2/MRPS7/DCAF13/ABCE1/MRPS23/SNF8/ZNRF3/FASTKD3/FTSJ1/FKBP4/SENP3/PHB1/PSMD6/POMGNT1/MAP4K3/CLOCK/MPV17L2/PRNP/IARS1/ARMC8/LARS1/TTC4/FBXO28/ACVR2A/DHX29/MAPK1/MAPKAPK5/KLHDC1/POGLUT1/KLHL31/ST8SIA1/DPH3/GSAP/EDEM3/NSFL1C/ALG2/EPM2A/NUS1/CLN6/ODC1/UBE2W/CR1/CAMKK2/DNAJA2/CHMP3/CHORDC1/COG3/KLHL8/VMA12/EIF2B3/DPH2/L3MBTL3/ERO1B/UFSP1/CCT3/OTUD4/MRPS25/APOL6/EIF2B1/SECISBP2/NAA20/SACS/PSMC4/EIF4E/LTO1/QPCT/SLC30A5/DNAJC2/TNFRSF10A/HSPA9/RAPGEF2/MARS2/SYNCRIP/DCAF1/WDR77/TRIM44/SLC35B2/FKRP/DHX9/NSMCE4A/YAE1/KCTD6/RAB12/CD36/NARS1/HCCS/NLN/RBM8A/EIF2B5/CCT5/MRPL20/SHPRH/LARP4/EIF5A2/IDE/AIMP2/RPGR/MRPS30,218,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0008380,RNA splicing,30/730,39/1745,0.7692307692307693,1.8387776606954689,4.491498868834187,7.18381100855694e-6,3.466768151226188e-4,3.466768151226188e-4,RBM19/LUC7L/ZMAT2/AQR/RRP1B/PRPF3/PUS7/TGS1/DDX20/TAF10/PRMT1/TSEN2/RBM28/PRPF40A/TSEN15/TSSC4/RBM25/SRSF7/DDX39A/PUS1/SRSF6/MPHOSPH10/GCFC2/SRSF8/IWS1/SYNCRIP/WDR77/DHX9/AAR2/RBM8A,30,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0016071,mRNA metabolic process,44/730,64/1745,0.6875,1.6434075342465755,4.446250444925562,8.674906656554648e-6,4.055518861939298e-4,4.055518861939298e-4,RBM19/LUC7L/DKC1/MRTO4/ZMAT2/TRMT61A/AQR/RRP1B/PRPF3/TAF4B/TRUB2/PUS7/SERBP1/CSTF2T/TGS1/NOP58/DDX20/TAF10/FASTKD2/TSEN2/RBM28/PRPF40A/FASTKD3/HNRNPAB/TSEN15/TSSC4/EXOSC6/RBM25/SRSF7/DDX39A/PUS1/SRSF6/PNPT1/GCFC2/SRSF8/IWS1/SYNCRIP/TTC5/WDR77/DHX9/NOP56/AAR2/RBM8A/NSUN2,44,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",13/730,13/1745,1,2.3904109589041096,4.266213284093704,1.1288713868731891e-5,4.967034102242033e-4,4.967034102242033e-4,BOP1/RPP40/BMS1/RCL1/LAS1L/NOL9/TBL3/TSR1/UTP20/SENP3/NOP9/MDN1/RRS1,13,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0030488,tRNA methylation,13/730,13/1745,1,2.3904109589041096,4.266213284093704,1.1288713868731891e-5,4.967034102242033e-4,4.967034102242033e-4,TYW3/METTL2B/TRMT61A/SARS1/TYW2/METTL1/ALKBH8/WDR4/TRMT1/FTSJ1/TRDMT1/LCMT2/NSUN2,13,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0000460,maturation of 5.8S rRNA,15/730,16/1745,0.9375,2.2410102739726026,4.228044220086389,1.8944510084711994e-5,8.097424881922612e-4,8.097424881922613e-4,BOP1/FTSJ3/RPP40/PES1/RCL1/LAS1L/NOL9/RRP15/UTP20/SENP3/NOP9/MDN1/WDR12/RRS1/MAK16,15,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",12/730,12/1745,1,2.390410958904109,4.097662384280616,2.7246993223554857e-5,0.0011016622124983262,0.001101662212498326,BOP1/FTSJ3/PES1/RPF2/LAS1L/NOL9/ZNHIT6/PAK1IP1/SENP3/MDN1/WDR12/DDX18,12,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0071806,protein transmembrane transport,12/730,12/1745,1,2.390410958904109,4.097662384280616,2.7246993223554857e-5,0.0011016622124983262,0.001101662212498326,PEX12/DNAJC19/PEX10/TOMM70/SEC61A1/TIMM50/DNLZ/GRPEL2/TIMM44/TOMM40/TIMM23B/PEX5,12,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0010608,post-transcriptional regulation of gene expression,38/730,55/1745,0.6909090909090909,1.6515566625155667,4.162860251304922,3.0968770677714136e-5,0.0012191916035226408,0.0012191916035226408,DKC1/OTUD6B/SARS1/PUM3/EIF2S1/DNAJC3/IFRD2/METTL1/TRUB2/PUS7/SERBP1/SPOUT1/SMYD5/BZW2/EIF3B/PRMT1/FASTKD2/NGRN/JMJD4/NOLC1/ABCE1/FASTKD3/MPV17L2/DDX49/DHX29/MAPKAPK5/TRDMT1/EIF2B3/PNPT1/EIF2B1/SECISBP2/EIF4E/SYNCRIP/DHX9/RBM8A/EIF2B5/LARP4/NSUN2,38,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006417,regulation of translation,30/730,41/1745,0.7317073170731707,1.7490811894420313,4.1151689854328914,3.933213547768911e-5,0.0015087403762723821,0.0015087403762723823,OTUD6B/SARS1/PUM3/EIF2S1/DNAJC3/IFRD2/TRUB2/PUS7/SERBP1/SMYD5/BZW2/EIF3B/PRMT1/NGRN/JMJD4/NOLC1/ABCE1/FASTKD3/MPV17L2/DHX29/MAPKAPK5/EIF2B3/EIF2B1/SECISBP2/EIF4E/SYNCRIP/DHX9/RBM8A/EIF2B5/LARP4,30,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0051252,regulation of RNA metabolic process,175/730,340/1745,0.5147058823529411,1.2303585817888798,4.013352827804971,4.191310880992078e-5,0.0015675502694910371,0.0015675502694910374,RIOX2/RBM19/DKC1/RIPK2/ZNF324/PER3/FOXP1/XCL1/DDX21/SARS1/RRP1B/E2F4/ACTR5/ZNF154/ZNF493/JAK2/ARF4/NFE2L2/ZNF140/MARS1/RIOK2/CD274/ZNF134/ZNF263/ZNF669/RHOQ/ZNF202/ZFP3/L3MBTL2/ZNF549/ZNF239/CRY1/ZNF573/ITGA6/ZNF268/ZNF480/RRP8/DIMT1/NCOA3/TAF4B/ESR1/POLR3C/CEBPA/METTL1/PRDM8/ZNF880/STAT4/NOL11/SERBP1/ZNF551/ZNF235/POLR2L/ZNF566/ZNF749/RNF220/TRIM13/SCML2/MYC/ZNF416/CHURC1/RIOX1/ZNF587B/FIZ1/HDAC2/RRP1/DDX20/NFKB1/TAF10/ZNF582/FUBP1/XBP1/ZZZ3/PRMT1/GTF2F2/BRMS1/ZNF517/SETD4/PRMT6/ZNF24/TLR3/FASTKD2/PHF20L1/TFEC/ZNF641/WDR43/CCNT2/ZNF565/ZNF783/PCGF5/ZBTB49/ESRRA/ZNF329/ZBTB39/LYAR/ZNF502/ZNF557/NRIP1/ATMIN/ZNF879/WDR75/ZNF70/POLR3F/ABCE1/SNF8/ZNF32/MTF1/ZNF649/FASTKD3/NOC2L/HNRNPAB/PHB1/ZNF891/INO80B/ZHX1/MAFK/ZNF583/GABPB1/CLOCK/UTP15/PRNP/DDX49/ACVR2A/MAPK1/MAPKAPK5/ZNF780B/ZNF22/TRDMT1/CEBPZ/ZNF814/RBM25/PRDM11/ZNF708/SRSF7/MYBBP1A/CAMKK2/E2F6/ZNF555/ZNF559/ZNF354B/CEBPG/PUS1/SRSF6/CD200/ZBTB24/NCOA5/ZNF485/HEATR1/PNPT1/ZBTB42/ZNF17/PRKAA1/L3MBTL3/SRSF8/ZMYND11/CHUK/RIOK1/ZNF181/ELOA/DNAJC2/IWS1/CCND1/SYNCRIP/ICE1/TTC5/DCAF1/WDR77/TRIM44/DHX9/AAR2/CD36/ZNF75A/RBM8A/CCNQ/NSUN2/IKZF2,175,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0045727,positive regulation of translation,16/730,18/1745,0.8888888888888888,2.1248097412480975,4.066968436058145,4.573065217158472e-5,0.0016686111133827008,0.001668611113382701,OTUD6B/DNAJC3/TRUB2/SMYD5/PRMT1/NGRN/JMJD4/FASTKD3/MPV17L2/DHX29/EIF2B3/EIF2B1/SYNCRIP/DHX9/EIF2B5/LARP4,16,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006397,mRNA processing,32/730,45/1745,0.7111111111111111,1.6998477929984779,4.032617614650515,5.518838170163833e-5,0.001965757595848832,0.001965757595848832,RBM19/LUC7L/ZMAT2/TRMT61A/AQR/RRP1B/PRPF3/TRUB2/PUS7/CSTF2T/TGS1/DDX20/TSEN2/RBM28/PRPF40A/TSEN15/TSSC4/RBM25/SRSF7/DDX39A/PUS1/SRSF6/PNPT1/GCFC2/SRSF8/IWS1/SYNCRIP/WDR77/DHX9/AAR2/RBM8A/NSUN2,32,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0000959,mitochondrial RNA metabolic process,11/730,11/1745,1,2.3904109589041096,3.9220816210264324,6.571110744039517e-5,0.0021845292606851373,0.0021845292606851373,TRUB2/GARS1/TFB2M/YRDC/FASTKD2/SLC25A33/FASTKD3/PUS1/PNPT1/TWNK/PRKAA1,11,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006353,DNA-templated transcription termination,11/730,11/1745,1,2.3904109589041096,3.9220816210264324,6.571110744039517e-5,0.0021845292606851373,0.0021845292606851373,POLR3H/POLR1C/POLR1B/POLR3C/POLR2L/POLR3E/POLR3D/POLR3F/POLR3B/DHX9/POLR1A,11,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0007006,mitochondrial membrane organization,11/730,11/1745,1,2.3904109589041096,3.9220816210264324,6.571110744039517e-5,0.0021845292606851373,0.0021845292606851373,MICOS10/TOMM70/TIMM8A/OMA1/TIMM50/LETM1/TIMM8B/TOMM40/ADCK1/HSPA9/UQCC3,11,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006351,DNA-templated transcription,168/730,327/1745,0.5137614678899083,1.2281010431066985,3.8794010718383696,7.269638055039414e-5,0.0023642127239867313,0.0023642127239867313,RIOX2/POLR3H/RIPK2/ZNF324/PER3/FOXP1/XCL1/POLR1C/DDX21/SARS1/POLR1B/RRP1B/E2F4/ACTR5/ZNF154/ZNF493/JAK2/ARF4/NFE2L2/ZNF140/MARS1/CD274/ZNF134/ZNF263/ZNF669/RHOQ/ZNF202/ZFP3/L3MBTL2/ZNF549/ZNF239/CRY1/ZNF573/ITGA6/ZNF268/ZNF480/RRP8/NCOA3/TAF4B/ESR1/POLR3C/CEBPA/PRDM8/ZNF880/STAT4/NOL11/ZNF551/ZNF235/SNAPC5/POLR2L/ZNF566/POLR3E/ZNF749/RBBP5/RNF220/TRIM13/SCML2/MYC/ZNF416/CHURC1/RIOX1/ZNF587B/FIZ1/HDAC2/RRP1/DDX20/NFKB1/TAF10/ZNF582/FUBP1/XBP1/TBPL1/ZZZ3/TFB2M/PRMT1/GTF2F2/BRMS1/ZNF517/SETD4/PRMT6/ZNF24/TLR3/POLR3D/PHF20L1/TFEC/ZNF641/WDR43/CCNT2/ZNF565/ZNF783/PCGF5/ZBTB49/ESRRA/ZNF329/ZBTB39/LYAR/ZNF502/ZNF557/NRIP1/ATMIN/SLC25A33/ZNF879/WDR75/ZNF70/POLR3F/SNF8/ZNF32/MTF1/ZNF649/NOC2L/HNRNPAB/PHB1/ZNF891/INO80B/ZHX1/MAFK/ZNF583/GABPB1/CLOCK/UTP15/PRNP/ACVR2A/MAPK1/MAPKAPK5/ZNF780B/ZNF22/TCEANC/CEBPZ/ZNF814/PRDM11/ZNF708/MYBBP1A/CAMKK2/E2F6/ZNF555/ZNF559/ZNF354B/CEBPG/PUS1/CD200/ZBTB24/NCOA5/ZNF485/HEATR1/ZBTB42/TWNK/ZNF17/PRKAA1/L3MBTL3/ZMYND11/POLR3B/SNAPC4/CHUK/ZNF181/ELOA/DNAJC2/IWS1/CCND1/ICE1/DCAF1/WDR77/TRIM44/DHX9/CD36/ZNF75A/CCNQ/POLR1A/IKZF2,168,C2_Repressed Quiescence,GO_BP,NA,NA
hsa04141,Protein processing in endoplasmic reticulum,20/318,26/846,0.7692307692307693,2.0464441219158203,4.203593809611365,3.982512025422662e-5,0.002503128703866794,0.002503128703866794,7184/1965/4780/5611/55829/7327/54431/8720/29927/7494/10525/51726/51619/23640/80267/55968/10294/56681/56605/51128,20,C2_Repressed Quiescence,KEGG,Genetic Information Processing,"Folding, sorting and degradation"
hsa03020,RNA polymerase,10/318,10/846,1,2.660377358490566,4.0966476958111535,5.148458975304049e-5,0.002503128703866794,0.002503128703866794,171568/9533/84172/10623/5441/55718/661/10621/55703/25885,10,C2_Repressed Quiescence,KEGG,Genetic Information Processing,Transcription
hsa04623,Cytosolic DNA-sensing pathway,12/318,13/846,0.9230769230769231,2.455732946298984,4.102568487005371,5.995517853573159e-5,0.002503128703866794,0.002503128703866794,171568/81030/9533/10623/5441/55718/10146/4790/661/10621/55703/1147,12,C2_Repressed Quiescence,KEGG,Organismal Systems,Immune system
GO:0071705,nitrogen compound transport,44/730,68/1745,0.6470588235294118,1.5467365028203062,3.8991293682916144,8.890888988743288e-5,0.002829951048331906,0.002829951048331906,IL6ST/FLVCR2/SLC5A6/JAK2/LRRC8C/CD47/SLC35B1/SLC25A51/NUP93/AMN/BICD2/MFSD12/FYTTD1/DDX19A/AGFG1/SLC3A2/SLC25A38/SNX19/SFXN2/SLC25A33/LRRC8B/CLOCK/SLC9B2/SLC16A6/SLC7A5P1/SRSF7/CR1/DDX39A/PNPT1/SLC25A32/SLC25A16/NUP35/EIF4E/ARC/IWS1/ABCC4/SEH1L/SLC35B2/DHX9/CUBN/RBM8A/SLC7A6/NOL6/NSUN2,44,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0072594,establishment of protein localization to organelle,31/730,44/1745,0.7045454545454546,1.6841531755915318,3.8969889811118557,9.657527088981242e-5,0.002896898818195255,0.002896898818195255,PEX12/M6PR/JAK2/UFM1/DNAJC19/SRPRB/KPNA4/NUP93/VPS36/PEX10/TOMM70/TIMM8A/SEC61A1/TCP1/XBP1/TIMM50/IPO4/DNLZ/GRPEL2/TIMM44/TIMM8B/TOMM40/SNF8/SRP19/LRWD1/LAMP1/TIMM23B/PEX5/KPNA5/NUP35/CD36,31,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",13/730,14/1745,0.9285714285714286,2.2196673189823874,3.8847092542461423,9.729020318623621e-5,0.002896898818195255,0.002896898818195255,BOP1/FTSJ3/RPP40/PES1/RCL1/LAS1L/NOL9/UTP20/SENP3/NOP9/MDN1/WDR12/RRS1,13,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006383,transcription by RNA polymerase III,13/730,14/1745,0.9285714285714286,2.2196673189823874,3.8847092542461423,9.729020318623621e-5,0.002896898818195255,0.002896898818195255,POLR3H/POLR1C/DDX21/POLR3C/SNAPC5/POLR2L/POLR3E/POLR3D/POLR3F/MYBBP1A/POLR3B/SNAPC4/ICE1,13,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0051028,mRNA transport,15/730,17/1745,0.8823529411764706,2.1091861402095082,3.8963564009977905,9.875791425665641e-5,0.002896898818195255,0.002896898818195255,NUP93/BICD2/FYTTD1/DDX19A/AGFG1/SRSF7/DDX39A/NUP35/EIF4E/ARC/IWS1/SEH1L/DHX9/RBM8A/NSUN2,15,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006352,DNA-templated transcription initiation,24/730,32/1745,0.75,1.792808219178082,3.837656512368105,1.280071175911465e-4,0.0036826663060837536,0.0036826663060837536,POLR3H/POLR1C/POLR1B/TAF4B/ESR1/POLR3C/CEBPA/SNAPC5/POLR2L/POLR3E/RBBP5/MYC/NFKB1/TAF10/TBPL1/TFB2M/GTF2F2/POLR3D/POLR3F/NOC2L/L3MBTL3/POLR3B/ELOA/POLR1A,24,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0051168,nuclear export,18/730,22/1745,0.8181818181818182,1.955790784557908,3.825015415618821,1.380495242920793e-4,0.003896643176244351,0.0038966431762443516,LSG1/RIOK2/NUP93/FYTTD1/DDX19A/AGFG1/DESI1/NOP9/DDX39A/XPO4/EIF4E/SDAD1/IWS1/DHX9/LTV1/RBM8A/NOL6/NSUN2,18,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0000154,rRNA modification,10/730,10/1745,1,2.3904109589041096,3.73848025983711,1.583455158459521e-4,0.004386757253806377,0.004386757253806377,DKC1/FTSJ3/DIMT1/SPOUT1/NOP2/NOP58/TFB2M/EMG1/FDXACB1/NOP56,10,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006360,transcription by RNA polymerase I,14/730,16/1745,0.875,2.091609589041096,3.7190454505761616,2.1167827518707487e-4,0.005757649085088436,0.005757649085088436,POLR1C/DDX21/POLR1B/MARS1/CEBPA/NOL11/POLR2L/WDR43/LYAR/WDR75/UTP15/MYBBP1A/HEATR1/POLR1A,14,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006913,nucleocytoplasmic transport,27/730,38/1745,0.7105263157894737,1.6984498918529198,3.690727165231998,2.2233436911501896e-4,0.005835302038527515,0.005835302038527515,LSG1/JAK2/UFM1/RIOK2/KPNA4/NUP93/FYTTD1/XBP1/DDX19A/AGFG1/IPO4/DESI1/NOP9/DDX39A/KPNA5/NUP35/XPO4/EIF4E/SDAD1/IWS1/SEH1L/DHX9/LTV1/CD36/RBM8A/NOL6/NSUN2,27,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0051169,nuclear transport,27/730,38/1745,0.7105263157894737,1.6984498918529198,3.690727165231998,2.2233436911501896e-4,0.005835302038527515,0.005835302038527515,LSG1/JAK2/UFM1/RIOK2/KPNA4/NUP93/FYTTD1/XBP1/DDX19A/AGFG1/IPO4/DESI1/NOP9/DDX39A/KPNA5/NUP35/XPO4/EIF4E/SDAD1/IWS1/SEH1L/DHX9/LTV1/CD36/RBM8A/NOL6/NSUN2,27,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0050657,nucleic acid transport,17/730,21/1745,0.8095238095238095,1.9350945857795172,3.65509112053252,2.755489493837737e-4,0.006870353804635424,0.006870353804635424,NUP93/BICD2/FYTTD1/DDX19A/AGFG1/SRSF7/DDX39A/PNPT1/NUP35/EIF4E/ARC/IWS1/SEH1L/DHX9/RBM8A/NOL6/NSUN2,17,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0050658,RNA transport,17/730,21/1745,0.8095238095238095,1.9350945857795172,3.65509112053252,2.755489493837737e-4,0.006870353804635424,0.006870353804635424,NUP93/BICD2/FYTTD1/DDX19A/AGFG1/SRSF7/DDX39A/PNPT1/NUP35/EIF4E/ARC/IWS1/SEH1L/DHX9/RBM8A/NOL6/NSUN2,17,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0051236,establishment of RNA localization,17/730,21/1745,0.8095238095238095,1.9350945857795172,3.65509112053252,2.755489493837737e-4,0.006870353804635424,0.006870353804635424,NUP93/BICD2/FYTTD1/DDX19A/AGFG1/SRSF7/DDX39A/PNPT1/NUP35/EIF4E/ARC/IWS1/SEH1L/DHX9/RBM8A/NOL6/NSUN2,17,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0000375,"RNA splicing, via transesterification reactions",21/730,28/1745,0.75,1.7928082191780823,3.5856150430580924,3.4816107987470905e-4,0.008538507794960078,0.008538507794960078,RBM19/LUC7L/ZMAT2/AQR/PRPF3/TGS1/DDX20/PRPF40A/TSSC4/RBM25/SRSF7/DDX39A/SRSF6/MPHOSPH10/GCFC2/SRSF8/SYNCRIP/WDR77/DHX9/AAR2/RBM8A,21,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006366,transcription by RNA polymerase II,127/730,245/1745,0.5183673469387755,1.2391109868604977,3.4224616765729987,4.2710403445211795e-4,0.010305607024844652,0.010305607024844654,RIPK2/ZNF324/PER3/FOXP1/XCL1/DDX21/SARS1/RRP1B/E2F4/ZNF154/ZNF493/JAK2/ARF4/NFE2L2/ZNF140/ZNF134/ZNF263/ZNF669/RHOQ/ZNF202/ZFP3/ZNF549/ZNF239/CRY1/ZNF573/ITGA6/ZNF268/ZNF480/NCOA3/TAF4B/ESR1/CEBPA/ZNF880/STAT4/ZNF551/SNAPC5/POLR2L/ZNF566/ZNF749/RBBP5/RNF220/MYC/ZNF416/ZNF587B/FIZ1/HDAC2/RRP1/DDX20/NFKB1/TAF10/ZNF582/FUBP1/XBP1/TBPL1/ZZZ3/GTF2F2/BRMS1/ZNF517/SETD4/ZNF24/TLR3/PHF20L1/TFEC/ZNF641/WDR43/CCNT2/ZNF565/PCGF5/ZBTB49/ESRRA/ZNF329/ZBTB39/LYAR/ZNF502/ZNF557/NRIP1/ATMIN/ZNF879/ZNF70/SNF8/ZNF32/MTF1/ZNF649/NOC2L/PHB1/ZNF891/ZHX1/MAFK/ZNF583/GABPB1/CLOCK/PRNP/ACVR2A/MAPK1/MAPKAPK5/ZNF780B/TCEANC/CEBPZ/ZNF814/PRDM11/MYBBP1A/E2F6/ZNF555/ZNF559/ZNF354B/CEBPG/CD200/ZBTB24/NCOA5/ZNF485/ZBTB42/ZNF17/L3MBTL3/ZMYND11/SNAPC4/CHUK/ZNF181/ELOA/IWS1/CCND1/ICE1/DCAF1/DHX9/CD36/ZNF75A/CCNQ/IKZF2,127,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006405,RNA export from nucleus,11/730,12/1745,0.9166666666666666,2.1912100456621006,3.5105999162535495,4.888163638256384e-4,0.011607448893383415,0.011607448893383413,NUP93/FYTTD1/DDX19A/AGFG1/DDX39A/EIF4E/IWS1/DHX9/RBM8A/NOL6/NSUN2,11,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0051604,protein maturation,37/730,58/1745,0.6379310344827587,1.5249173358526218,3.4470614113562315,5.02945126130108e-4,0.011756342323291273,0.011756342323291273,TM2D3/HSP90B1/HHAT/NAA50/CDC37L1/SEC11C/DNAJC3/DNAJC10/MBTPS1/FXN/TCP1/PLAU/OMA1/PIGT/TMEM208/DNAJB11/ZNG1B/HSPBP1/DNLZ/GRPEL2/FKBP4/PRNP/TTC4/DNAJA2/CHORDC1/ERO1B/UFSP1/CCT3/NAA20/SACS/LTO1/SLC30A5/DNAJC2/HSPA9/YAE1/HCCS/CCT5,37,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006886,intracellular protein transport,40/730,64/1745,0.625,1.4940068493150684,3.4138210335622747,5.54627254145881e-4,0.012764959572342123,0.012764959572342123,ARL1/PEX12/M6PR/HSP90B1/JAK2/ARF4/UFM1/DNAJC19/GRIP1/AUP1/KPNA4/SELENOS/KIF13A/SCFD1/UBE2G2/NUP93/VTI1B/VPS36/PEX10/SEC61A1/XBP1/TIMM50/IPO4/DESI1/GRPEL2/TIMM44/SNF8/STX18/SAR1A/COG3/SCFD2/PEX5/KPNA5/NUP35/XPO4/HSPA9/ICE1/SAR1B/CD36/RPGR,40,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",20/730,27/1745,0.7407407407407407,1.7706747843734145,3.4217092288311317,6.398028889791599e-4,0.014285748088251091,0.014285748088251093,RBM19/LUC7L/ZMAT2/AQR/PRPF3/TGS1/DDX20/PRPF40A/TSSC4/RBM25/SRSF7/DDX39A/SRSF6/GCFC2/SRSF8/SYNCRIP/WDR77/DHX9/AAR2/RBM8A,20,C2_Repressed Quiescence,GO_BP,NA,NA
