ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,cluster,database,category,subcategory
GO:0000398,"mRNA splicing, via spliceosome",20/730,27/1745,0.7407407407407407,1.7706747843734145,3.4217092288311317,6.398028889791599e-4,0.014285748088251091,0.014285748088251093,RBM19/LUC7L/ZMAT2/AQR/PRPF3/TGS1/DDX20/PRPF40A/TSSC4/RBM25/SRSF7/DDX39A/SRSF6/GCFC2/SRSF8/SYNCRIP/WDR77/DHX9/AAR2/RBM8A,20,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0009615,response to virus,33/730,51/1745,0.6470588235294118,1.5467365028203064,3.3597588359833774,7.007147341089805e-4,0.015415724150397572,0.01541572415039757,POLR3H/ZBP1/XCL1/DDX21/RRP1B/AUP1/DNAJC3/POLR3C/POLR3E/TOMM70/TRIM13/DDX56/G3BP1/NFKB1/TLR3/POLR3D/TRIM35/ATG16L1/POLR3F/PHB1/TTC4/AKAP1/ODC1/UBE2W/CHMP3/ZMYND11/POLR3B/NDUFAF4/CHUK/OTUD4/TRIM44/DHX9/CCT5,33,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0015031,protein transport,78/730,142/1745,0.5492957746478874,1.3130426393980321,3.2997615439487555,7.125277378962154e-4,0.015448427476706352,0.01544842747670635,ARL1/PLEK/COG2/PEX12/IL6ST/TMEM167A/LIN7C/LSG1/M6PR/HSP90B1/JAK2/ARF4/YKT6/UFM1/DNAJC19/GRIP1/AUP1/KPNA4/SELENOS/KIF13A/SCFD1/UBE2G2/NUP93/VTI1B/VPS36/AMN/BICD2/PEX10/TOMM70/KLHL20/TIMM8A/SEC61A1/SFT2D3/XBP1/TIMM50/CHMP6/CASK/IPO4/DESI1/ATG16L1/AP5Z1/SNX19/GOPC/AP4S1/DNLZ/YIF1A/GRPEL2/TIMM44/TIMM8B/TOMM40/SNF8/GOSR2/CLOCK/SLC9B2/MIA3/DPH3/STX18/DOP1A/TVP23B/CHMP3/CD200/SAR1A/COG3/SCFD2/TIMM23B/PEX5/KPNA5/NUP35/XPO4/SDAD1/HSPA9/ICE1/SEH1L/SAR1B/CUBN/RAB12/CD36/RPGR,78,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0051607,defense response to virus,26/730,38/1745,0.6842105263157895,1.6355443403028118,3.3583236089311033,7.47825307197837e-4,0.0159820951366852,0.0159820951366852,POLR3H/ZBP1/DDX21/DNAJC3/POLR3C/POLR3E/TOMM70/TRIM13/DDX56/G3BP1/TLR3/POLR3D/TRIM35/ATG16L1/POLR3F/PHB1/TTC4/AKAP1/UBE2W/CHMP3/ZMYND11/POLR3B/NDUFAF4/OTUD4/TRIM44/DHX9,26,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0030968,endoplasmic reticulum unfolded protein response,12/730,14/1745,0.8571428571428571,2.0489236790606653,3.3408811235875366,9.474831992525971e-4,0.01996387135326599,0.019963871353265987,FICD/EIF2S1/NFE2L2/DNAJC3/SELENOS/DNAJC10/MANF/MBTPS1/XBP1/TMBIM4/EDEM3/TMEM33,12,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006862,nucleotide transport,10/730,11/1745,0.9090909090909091,2.1731008717310085,3.309091703544021,0.001084689599901525,0.02222870741716002,0.02222870741716002,LRRC8C/CD47/SLC35B1/SLC25A51/SLC25A33/LRRC8B/CR1/SLC25A32/ABCC4/SLC35B2,10,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0033108,mitochondrial respiratory chain complex assembly,10/730,11/1745,0.9090909090909091,2.1731008717310085,3.309091703544021,0.001084689599901525,0.02222870741716002,0.02222870741716002,NDUFAF3/NDUFAF6/FXN/OMA1/SLC25A33/FASTKD3/NDUFAF8/NDUFAF4/TTC19/UQCC3,10,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006357,regulation of transcription by RNA polymerase II,117/730,228/1745,0.5131578947368421,1.2266582552271088,3.1120590121511604,0.0012459178865432345,0.025187745382009175,0.025187745382009175,RIPK2/ZNF324/PER3/FOXP1/XCL1/DDX21/SARS1/RRP1B/E2F4/ZNF154/ZNF493/JAK2/ARF4/NFE2L2/ZNF140/ZNF134/ZNF263/ZNF669/RHOQ/ZNF202/ZFP3/ZNF549/ZNF239/CRY1/ZNF573/ITGA6/ZNF268/ZNF480/NCOA3/TAF4B/ESR1/CEBPA/ZNF880/STAT4/ZNF551/ZNF566/ZNF749/RNF220/MYC/ZNF416/ZNF587B/FIZ1/HDAC2/RRP1/DDX20/NFKB1/TAF10/ZNF582/FUBP1/XBP1/ZZZ3/GTF2F2/BRMS1/ZNF517/SETD4/ZNF24/TLR3/PHF20L1/TFEC/ZNF641/CCNT2/ZNF565/PCGF5/ZBTB49/ESRRA/ZNF329/ZBTB39/LYAR/ZNF502/ZNF557/NRIP1/ATMIN/ZNF879/ZNF70/SNF8/ZNF32/MTF1/ZNF649/NOC2L/PHB1/ZNF891/ZHX1/MAFK/ZNF583/GABPB1/CLOCK/PRNP/ACVR2A/MAPK1/MAPKAPK5/ZNF780B/CEBPZ/ZNF814/PRDM11/MYBBP1A/E2F6/ZNF555/ZNF559/ZNF354B/CEBPG/CD200/ZBTB24/NCOA5/ZNF485/ZBTB42/ZNF17/CHUK/ZNF181/ELOA/CCND1/ICE1/DCAF1/DHX9/CD36/ZNF75A/CCNQ/IKZF2,117,C2_Repressed Quiescence,GO_BP,NA,NA
hsa03010,Ribosome,9/318,10/846,0.9,2.3943396226415095,3.4402530081868665,9.312212690282948e-4,0.031102790385545045,0.03110279038554505,55173/64983/54534/51373/51081/51649/64432/55052/10884,9,C2_Repressed Quiescence,KEGG,Genetic Information Processing,Translation
GO:0006355,regulation of DNA-templated transcription,152/730,307/1745,0.495114006514658,1.1835259470795592,3.0032318967528595,0.0017080451539877087,0.03406980733820816,0.03406980733820816,RIOX2/RIPK2/ZNF324/PER3/FOXP1/XCL1/DDX21/SARS1/RRP1B/E2F4/ACTR5/ZNF154/ZNF493/JAK2/ARF4/NFE2L2/ZNF140/MARS1/CD274/ZNF134/ZNF263/ZNF669/RHOQ/ZNF202/ZFP3/L3MBTL2/ZNF549/ZNF239/CRY1/ZNF573/ITGA6/ZNF268/ZNF480/RRP8/NCOA3/TAF4B/ESR1/POLR3C/CEBPA/PRDM8/ZNF880/STAT4/NOL11/ZNF551/ZNF235/POLR2L/ZNF566/ZNF749/RNF220/TRIM13/SCML2/MYC/ZNF416/CHURC1/RIOX1/ZNF587B/FIZ1/HDAC2/RRP1/DDX20/NFKB1/TAF10/ZNF582/FUBP1/XBP1/ZZZ3/PRMT1/GTF2F2/BRMS1/ZNF517/SETD4/PRMT6/ZNF24/TLR3/PHF20L1/TFEC/ZNF641/WDR43/CCNT2/ZNF565/ZNF783/PCGF5/ZBTB49/ESRRA/ZNF329/ZBTB39/LYAR/ZNF502/ZNF557/NRIP1/ATMIN/ZNF879/WDR75/ZNF70/POLR3F/SNF8/ZNF32/MTF1/ZNF649/NOC2L/HNRNPAB/PHB1/ZNF891/INO80B/ZHX1/MAFK/ZNF583/GABPB1/CLOCK/UTP15/PRNP/ACVR2A/MAPK1/MAPKAPK5/ZNF780B/ZNF22/CEBPZ/ZNF814/PRDM11/ZNF708/MYBBP1A/CAMKK2/E2F6/ZNF555/ZNF559/ZNF354B/CEBPG/PUS1/CD200/ZBTB24/NCOA5/ZNF485/HEATR1/ZBTB42/ZNF17/PRKAA1/L3MBTL3/ZMYND11/CHUK/ZNF181/ELOA/DNAJC2/CCND1/ICE1/DCAF1/WDR77/TRIM44/DHX9/CD36/ZNF75A/CCNQ/IKZF2,152,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0010468,regulation of gene expression,223/730,468/1745,0.47649572649572647,1.13902060648636,2.980631631016149,0.0017579166692102154,0.03460320180445372,0.03460320180445371,RIOX2/RBM19/DKC1/RIPK2/ZNF324/MRTO4/PER3/OTUD6B/FOXP1/IL6ST/XCL1/DDX21/SARS1/RRP1B/E2F4/PUM3/PSMA7/ACTR5/ATP2B1/ZNF154/ZNF493/JAK2/ARF4/EIF2S1/NFE2L2/ZNF140/MARS1/RIOK2/CD274/ZNF134/ZNF263/ZNF669/RHOQ/ZNF202/ZFP3/L3MBTL2/ZNF549/ZNF239/CRY1/ZNF573/CMKLR1/ITGA6/ZNF268/ZNF480/RRP8/DIMT1/NCOA3/CD160/DNAJC3/TAF4B/FCRL3/ESR1/POLR3C/CEBPA/IFRD2/TASOR2/METTL1/CD47/SELENOS/PRDM8/ZNF880/TRUB2/PUS7/STAT4/NOL11/SERBP1/HNRNPDL/ZNF551/ZNF235/POLR2L/ZNF566/ZNF749/TOMM70/SPOUT1/RBBP5/RNF220/TRIM13/SCML2/DDX56/MYC/ZNF416/G3BP1/CHURC1/SMYD5/RIOX1/ZNF587B/FIZ1/HDAC2/RRP1/DDX20/PLAU/NFKB1/TAF10/ZNF582/FUBP1/BZW2/EIF3B/XBP1/ZZZ3/PRMT1/GTF2F2/BRMS1/ZNF517/SETD4/PRMT6/ZNF24/TLR3/FASTKD2/POLR3D/NGRN/PHF20L1/BTLA/TFEC/ZNF641/WDR43/CCNT2/ZNF565/ZNF783/PCGF5/JMJD4/ZBTB49/ESRRA/ZNF329/ZBTB39/LYAR/PLD6/ZNF502/ZNF557/DTX4/NRIP1/ATMIN/NOLC1/ZNF879/DCAF13/WDR75/ZNF70/POLR3F/ABCE1/SNF8/ZNF32/MTF1/ZNF649/FASTKD3/NOC2L/HNRNPAB/PHB1/ZNF891/INO80B/ZHX1/MAFK/ZNF583/GABPB1/CLOCK/UTP15/MPV17L2/PRNP/DDX49/ACVR2A/DHX29/MAPK1/MAPKAPK5/ZNF780B/ZNF22/TRDMT1/CEBPZ/ZNF814/EXOSC6/RBM25/PRDM11/ZNF708/SRSF7/MSR1/MYBBP1A/CR1/CAMKK2/E2F6/ZNF555/ZNF559/PTRH2/ZNF354B/CEBPG/PUS1/SRSF6/CD200/ZBTB24/NCOA5/ZNF485/EIF2B3/HEATR1/PNPT1/ZBTB42/ZNF17/PRKAA1/L3MBTL3/SRSF8/ZMYND11/POLR3B/CHUK/RIOK1/EIF2B1/SECISBP2/ZNF181/EIF4E/ELOA/TGFBR3/DNAJC2/CCND1/SYNCRIP/ICE1/TTC5/DCAF1/WDR77/TRIM44/DHX9/AAR2/CD36/ZNF75A/RBM8A/EIF2B5/CCNQ/LARP4/NSUN2/IKZF2,223,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0046907,intracellular transport,79/730,148/1745,0.5337837837837838,1.2759626064420584,2.9752967442597034,0.0020491217441992705,0.038824987938156835,0.038824987938156835,ARL1/PEX12/LSG1/M6PR/HSP90B1/JAK2/ARF4/YKT6/UFM1/DNAJC19/RIOK2/OSBPL1A/IFT57/GRIP1/AUP1/KPNA4/SELENOS/TRAPPC4/KIF13A/TEX261/SCFD1/UBE2G2/NUP93/VTI1B/VPS36/BICD2/PEX10/KLHL20/SEC61A1/FYTTD1/XBP1/TIMM50/HYOU1/DDX19A/CHMP6/AGFG1/IPO4/DESI1/ATG16L1/SLC25A38/AP5Z1/GOPC/YIF1A/SFXN2/GRPEL2/TIMM44/SNF8/NOP9/MAPK1/MIA3/STX18/DOP1A/NUS1/DDX39A/CHMP3/SAR1A/LAMP1/COG3/SCFD2/PEX5/KPNA5/NUP35/ZFYVE9/XPO4/EIF4E/SDAD1/IWS1/HSPA9/ICE1/SEH1L/DHX9/SAR1B/RAB12/LTV1/CD36/RBM8A/RPGR/NOL6/NSUN2,79,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0002181,cytoplasmic translation,14/730,18/1745,0.7777777777777778,1.8592085235920854,3.1066355644855523,0.002050250031493576,0.038824987938156835,0.038824987938156835,SARS1/RNF25/SMYD5/EIF3B/ELAC1/EIF3J/ABCE1/FTSJ1/DHX29/EIF2B3/EIF2B1/SYNCRIP/DHX9/EIF2B5,14,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0006413,translational initiation,14/730,18/1745,0.7777777777777778,1.8592085235920854,3.1066355644855523,0.002050250031493576,0.038824987938156835,0.038824987938156835,EIF2S1/EIF1AX/DNAJC3/BZW2/EIF3B/EIF3J/ABCE1/DHX29/EIF2B3/EIF2B1/EIF4E/LTO1/SYNCRIP/EIF2B5,14,C2_Repressed Quiescence,GO_BP,NA,NA
hsa03013,Nucleocytoplasmic transport,10/318,12/846,0.8333333333333334,2.2169811320754715,3.2931870272467556,0.0015053847411023737,0.041899875294016065,0.041899875294016065,3840/9688/55308/79711/55161/3841/129401/64328/81929/9939,10,C2_Repressed Quiescence,KEGG,Genetic Information Processing,Translation
GO:0006406,mRNA export from nucleus,9/730,10/1745,0.9,2.1513698630136986,3.0957563136877746,0.0023874814185316845,0.04409471854473333,0.04409471854473333,NUP93/FYTTD1/DDX19A/AGFG1/DDX39A/EIF4E/IWS1/RBM8A/NSUN2,9,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0045943,positive regulation of transcription by RNA polymerase I,9/730,10/1745,0.9,2.1513698630136986,3.0957563136877746,0.0023874814185316845,0.04409471854473333,0.04409471854473333,DDX21/MARS1/NOL11/WDR43/LYAR/WDR75/UTP15/MYBBP1A/HEATR1,9,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0010556,regulation of macromolecule biosynthetic process,232/730,491/1745,0.4725050916496945,1.1294813492174205,2.8694644144049297,0.0024819726107372054,0.045280866166620234,0.045280866166620234,RIOX2/RBM19/DKC1/DYRK2/RIPK2/ZNF324/MRTO4/PER3/OTUD6B/FOXP1/IL6ST/XCL1/DDX21/SARS1/RRP1B/E2F4/PUM3/PSMA7/ACTR5/ATP2B1/ZNF154/ZNF493/JAK2/ARF4/EIF2S1/NFE2L2/ZNF140/MARS1/RIOK2/CD274/ZNF134/ZNF263/ZNF669/RHOQ/ZNF202/ZFP3/L3MBTL2/ZNF549/ZNF239/CRY1/ZNF573/CMKLR1/ITGA6/ZNF268/ZNF480/RRP8/DIMT1/NCOA3/CD160/DNAJC3/TAF4B/FCRL3/ESR1/POLR3C/CEBPA/IFRD2/TASOR2/METTL1/CD47/SELENOS/PRDM8/ZNF880/TRUB2/PUS7/STAT4/NOL11/SERBP1/HNRNPDL/ZNF551/ZNF235/POLR2L/ZNF566/ZNF749/TOMM70/SPOUT1/RBBP5/RNF220/TRIM13/MEST/SCML2/DDX56/MYC/ZNF416/G3BP1/CHURC1/SMYD5/TCP1/RIOX1/ZNF587B/FIZ1/HDAC2/SGMS1/RRP1/DDX20/PLAU/NFKB1/TAF10/ZNF582/FUBP1/BZW2/EIF3B/XBP1/ZZZ3/PRMT1/GTF2F2/BRMS1/ZNF517/SETD4/PRMT6/ZNF24/TLR3/FASTKD2/POLR3D/NGRN/PHF20L1/BTLA/TFEC/ZNF641/WDR43/CCNT2/ZNF565/ZNF783/PCGF5/JMJD4/ZBTB49/ESRRA/ZNF329/ZBTB39/PINX1/LYAR/PLD6/ZNF502/ZNF557/DTX4/NRIP1/ATMIN/NOLC1/ZNF879/DCAF13/WDR75/ZNF70/POLR3F/ABCE1/ORMDL2/SNF8/ZNF32/MTF1/ZNF649/FASTKD3/NOC2L/HNRNPAB/PHB1/ZNF891/INO80B/ZHX1/MAFK/ZNF583/GABPB1/CLOCK/UTP15/MPV17L2/PRNP/DDX49/ACVR2A/DHX29/MAPK1/MAPKAPK5/ZNF780B/ZNF22/TRDMT1/CEBPZ/ORMDL1/ZNF814/EXOSC6/RBM25/PRDM11/ZNF708/SRSF7/MSR1/MYBBP1A/CR1/CAMKK2/E2F6/ZNF555/ZNF559/PTRH2/ZNF354B/CEBPG/PUS1/SRSF6/CD200/ZBTB24/NCOA5/ZNF485/EIF2B3/HEATR1/PNPT1/ZBTB42/ZNF17/PRKAA1/L3MBTL3/SRSF8/ZMYND11/POLR3B/CHUK/CCT3/RIOK1/EIF2B1/SECISBP2/ZNF181/EIF4E/ELOA/TGFBR3/DNAJC2/CCND1/SYNCRIP/ICE1/TTC5/DCAF1/WDR77/TRIM44/DHX9/AAR2/CD36/ZNF75A/RBM8A/EIF2B5/CCT5/CCNQ/LARP4/NSUN2/IKZF2,232,C2_Repressed Quiescence,GO_BP,NA,NA
GO:0048870,cell motility,40/208,157/1745,0.25477707006369427,2.1374326310632044,5.494374203937991,5.857279447954172e-7,8.159190271000162e-4,8.159190271000162e-4,SEMA4B/ADAM8/MYADM/F11R/RSPH3/CFAP58/SORL1/TMSB4X/SH3D21/FBXO5/SACK1D/SERPINB1/DST/PTPRJ/PDGFB/ITGAX/LRP1/FSCN1/GPR35/MYO1G/TTLL3/ITGA5/TIMP1/RHOC/NOG/HACE1/ZMIZ1/EVL/S100A2/ARMC12/KIAA0319L/ATP2B4/TMSB10/PERP/CTNNA1/DIXDC1/FAM110C/MEAK7/CARMIL3/KIF2A,40,C4_Delayed Proliferative,GO_BP,NA,NA
hsa04382,Cornified envelope formation,7/103,10/846,0.7,5.749514563106796,5.62210101974846,2.887022759624184e-5,0.0037819998151076813,0.0037819998151076813,9069/667/6273/5045/3914/5526/6275,7,C4_Delayed Proliferative,KEGG,Organismal Systems,Development and regeneration
GO:0016477,cell migration,35/208,143/1745,0.24475524475524477,2.0533552985476065,4.834812330657126,9.235619869171336e-6,0.006432609238877836,0.006432609238877836,SEMA4B/ADAM8/MYADM/F11R/SORL1/TMSB4X/SH3D21/FBXO5/SACK1D/SERPINB1/PTPRJ/PDGFB/ITGAX/LRP1/FSCN1/GPR35/MYO1G/ITGA5/TIMP1/RHOC/NOG/HACE1/ZMIZ1/EVL/S100A2/KIAA0319L/ATP2B4/TMSB10/PERP/CTNNA1/DIXDC1/FAM110C/MEAK7/CARMIL3/KIF2A,35,C4_Delayed Proliferative,GO_BP,NA,NA
GO:0007155,cell adhesion,28/208,107/1745,0.2616822429906542,2.1953630481667865,4.693563962451523,2.163815727561238e-5,0.009214054108525504,0.009214054108525504,ADAM8/MYADM/F11R/CLDN12/LGALS3BP/LGALS1/MTSS1/DST/PTPRJ/EFEMP2/PDGFB/ITGAX/PLEKHA2/TNFRSF12A/GPR35/ITGA5/ZMIZ1/ENTPD1/SORBS1/CTNNAL1/SIRPG/LAMB3/PERP/IL32/PIK3R6/CTNNA1/SMARCD3/DSCAML1,28,C4_Delayed Proliferative,GO_BP,NA,NA
GO:0030154,cell differentiation,62/208,330/1745,0.18787878787878787,1.5761946386946386,4.274801341743523,3.307269959987618e-5,0.009214054108525504,0.009214054108525504,KCTD11/RASAL1/SEMA4B/ADAM8/TESMIN/MYADM/F11R/CFAP58/SORL1/TMSB4X/ABCG1/VAMP5/FBXO5/CDKN2C/ZNF160/SPAG4/SACK1D/PDE4D/OLFM2/LGALS1/BCL6B/FGF11/MTSS1/KDM3A/HSPG2/PTPRJ/EFEMP2/PDGFB/BHLHE40/LRP1/CPNE5/TNFRSF12A/MOV10/H4C14/H1-6/ITGA5/NOG/PGK1/ZMIZ1/EVL/PPP1R13L/ARMC12/NTRK1/SOAT2/KIAA0319L/BTBD2/UPK1A/ARHGAP33/LAMB3/SPOCD1/MYO1E/GDPD5/PIK3R6/CTNNA1/ZNF516/DIXDC1/SMARCD3/HSF4/S100A4/DSCAML1/KIF2A/CD79A,62,C4_Delayed Proliferative,GO_BP,NA,NA
GO:0048869,cellular developmental process,62/208,330/1745,0.18787878787878787,1.5761946386946386,4.274801341743523,3.307269959987618e-5,0.009214054108525504,0.009214054108525504,KCTD11/RASAL1/SEMA4B/ADAM8/TESMIN/MYADM/F11R/CFAP58/SORL1/TMSB4X/ABCG1/VAMP5/FBXO5/CDKN2C/ZNF160/SPAG4/SACK1D/PDE4D/OLFM2/LGALS1/BCL6B/FGF11/MTSS1/KDM3A/HSPG2/PTPRJ/EFEMP2/PDGFB/BHLHE40/LRP1/CPNE5/TNFRSF12A/MOV10/H4C14/H1-6/ITGA5/NOG/PGK1/ZMIZ1/EVL/PPP1R13L/ARMC12/NTRK1/SOAT2/KIAA0319L/BTBD2/UPK1A/ARHGAP33/LAMB3/SPOCD1/MYO1E/GDPD5/PIK3R6/CTNNA1/ZNF516/DIXDC1/SMARCD3/HSF4/S100A4/DSCAML1/KIF2A/CD79A,62,C4_Delayed Proliferative,GO_BP,NA,NA
GO:0006260,DNA replication,59/346,88/1745,0.6704545454545454,3.381338675775092,11.397344610064287,3.499955715084931e-23,5.1379349897446784e-20,5.1379349897446784e-20,DNA2/CDC6/GMNN/RPA1/CDC7/PRIM2/POLE2/GINS2/ESCO2/POLE/SHMT1/GINS4/DUT/DHFR/BLM/DONSON/BRCA2/TONSL/TRAIP/CHEK1/PRIM1/POLD1/TIMELESS/MGME1/RPA3/LIG1/RMI2/ORC6/GINS1/RAD51/CDC45/BRCA1/CDK2AP1/CDT1/POLD3/MCM8/DSCC1/RECQL4/MCM6/ATAD5/MMS22L/WDHD1/RFC5/MCM10/MCM4/CHAF1A/CDC25A/EXO1/EME1/POLQ/RRM1/FAM111B/MCM7/WEE1/CHAF1B/DTL/PCLAF/ORC1/CDK2,59,C5_Delayed Proliferative,GO_BP,NA,NA
GO:0006261,DNA-templated DNA replication,43/346,59/1745,0.7288135593220338,3.6756637601645923,10.395160271357982,3.418197307038297e-19,2.50895682336611e-16,2.50895682336611e-16,DNA2/CDC6/GMNN/RPA1/CDC7/PRIM2/POLE2/POLE/GINS4/BLM/DONSON/BRCA2/TONSL/TRAIP/PRIM1/POLD1/TIMELESS/MGME1/LIG1/ORC6/GINS1/RAD51/CDC45/BRCA1/CDK2AP1/CDT1/POLD3/MCM8/MCM6/ATAD5/MMS22L/WDHD1/RFC5/MCM10/MCM4/EXO1/EME1/POLQ/RRM1/FAM111B/MCM7/DTL/ORC1,43,C5_Delayed Proliferative,GO_BP,NA,NA
GO:0006974,DNA damage response,78/346,158/1745,0.4936708860759494,2.4897563474061606,9.762426048073019,1.1609392635853918e-18,5.041039364691894e-16,5.041039364691894e-16,UBE2T/DNA2/BRME1/RPA1/CDC7/CASP2/POLE2/RAD54L/RAD51B/CBX5/BRIP1/E2F1/GINS2/POLE/HROB/CDCA5/GINS4/MAPK12/BLM/DONSON/BRCA2/TONSL/TRAIP/WAS/CHEK1/POLD1/CIP2A/TIMELESS/MGME1/RPA3/LIG1/FAAP24/RMI2/FANCG/ERCC6L/RAD54B/EIF2AK4/AUNIP/SUV39H1/RAD51/RAD51AP1/CDC45/BRCA1/BCL2L12/CLSPN/PARPBP/XRCC2/POLD3/FANCA/MCM8/RECQL4/UHRF1/FANCD2/WDR76/FANCB/PHF13/MAGEF1/MCM6/ATAD5/MMS22L/FANCI/ZGRF1/WDHD1/RFC5/MCM10/MCM4/CHAF1A/EXO1/EME1/POLQ/HELLS/RRM1/FAM111B/MCM7/CHAF1B/DTL/PCLAF/CDK2,78,C5_Delayed Proliferative,GO_BP,NA,NA
GO:0006259,DNA metabolic process,88/346,191/1745,0.4607329842931937,2.323638894773477,9.637471996638132,1.373580208362914e-18,5.041039364691894e-16,5.041039364691894e-16,UBE2T/DNA2/CDC6/GMNN/BRME1/RPA1/CDC7/PRIM2/POLE2/RAD54L/RAD51B/PSMC3IP/BRIP1/GINS2/ESCO2/POLE/HROB/SHMT1/CDCA5/GINS4/DUT/DHFR/BLM/DONSON/BRCA2/MND1/TONSL/TRAIP/WAS/CHEK1/PRIM1/POLD1/TIMELESS/MGME1/RPA3/LIG1/FAAP24/RMI2/FANCG/ERCC6L/RAD54B/ORC6/GINS1/AUNIP/RAD51/RAD51AP1/CDC45/BRCA1/CLSPN/CDK2AP1/MYO18A/CDT1/PARPBP/XRCC2/POLD3/FANCA/MCM8/DSCC1/RECQL4/UHRF1/FANCD2/FANCB/MAGEF1/MCM6/ATAD5/MMS22L/FANCI/ZGRF1/WDHD1/RFC5/MCM10/MCM4/CHAF1A/CDC25A/EXO1/EME1/POLQ/HELLS/RRM1/FAM111B/SMC2/MCM7/WEE1/CHAF1B/DTL/PCLAF/ORC1/CDK2,88,C5_Delayed Proliferative,GO_BP,NA,NA
GO:0006281,DNA repair,64/346,117/1745,0.5470085470085471,2.7587569784101573,9.792058439228594,3.0026846293559622e-18,8.815882071789106e-16,8.815882071789106e-16,UBE2T/DNA2/BRME1/RPA1/CDC7/POLE2/RAD54L/RAD51B/BRIP1/GINS2/POLE/HROB/CDCA5/GINS4/BLM/BRCA2/TONSL/TRAIP/WAS/CHEK1/POLD1/TIMELESS/MGME1/RPA3/LIG1/FAAP24/RMI2/FANCG/ERCC6L/RAD54B/AUNIP/RAD51/RAD51AP1/CDC45/BRCA1/CLSPN/PARPBP/XRCC2/POLD3/FANCA/MCM8/RECQL4/UHRF1/FANCD2/FANCB/MAGEF1/MCM6/MMS22L/FANCI/ZGRF1/WDHD1/RFC5/MCM4/CHAF1A/EXO1/EME1/POLQ/HELLS/RRM1/FAM111B/MCM7/CHAF1B/PCLAF/CDK2,64,C5_Delayed Proliferative,GO_BP,NA,NA
GO:0000725,recombinational repair,35/346,46/1745,0.7608695652173914,3.837333500879618,9.696054428590603,9.430213878596954e-17,2.3072589956300546e-14,2.307258995630055e-14,RPA1/CDC7/RAD54L/RAD51B/GINS2/HROB/GINS4/BLM/BRCA2/TONSL/WAS/CHEK1/TIMELESS/RPA3/RMI2/RAD54B/AUNIP/RAD51/RAD51AP1/CDC45/BRCA1/PARPBP/XRCC2/MCM8/RECQL4/UHRF1/FANCB/MAGEF1/MCM6/MMS22L/ZGRF1/MCM4/POLQ/HELLS/MCM7,35,C5_Delayed Proliferative,GO_BP,NA,NA
GO:0000724,double-strand break repair via homologous recombination,33/346,43/1745,0.7674418604651163,3.8704799032127974,9.47570197377921,4.906017434060351e-16,1.0288619418857993e-13,1.0288619418857992e-13,RPA1/CDC7/RAD54L/RAD51B/GINS2/GINS4/BLM/BRCA2/TONSL/WAS/CHEK1/TIMELESS/RPA3/RMI2/RAD54B/AUNIP/RAD51/RAD51AP1/CDC45/BRCA1/PARPBP/XRCC2/MCM8/RECQL4/UHRF1/FANCB/MAGEF1/MCM6/MMS22L/MCM4/POLQ/HELLS/MCM7,33,C5_Delayed Proliferative,GO_BP,NA,NA
GO:0006302,double-strand break repair,40/346,61/1745,0.6557377049180327,3.307116459774472,9.119390731336972,2.4535919666201264e-15,4.502341258747932e-13,4.502341258747932e-13,DNA2/BRME1/RPA1/CDC7/RAD54L/RAD51B/BRIP1/GINS2/CDCA5/GINS4/BLM/BRCA2/TONSL/WAS/CHEK1/TIMELESS/RPA3/RMI2/RAD54B/AUNIP/RAD51/RAD51AP1/CDC45/BRCA1/PARPBP/XRCC2/MCM8/RECQL4/UHRF1/FANCD2/FANCB/MAGEF1/MCM6/MMS22L/ZGRF1/MCM4/EME1/POLQ/HELLS/MCM7,40,C5_Delayed Proliferative,GO_BP,NA,NA
